location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Anekal,2,1,40,925,2,4324.324324
Anekal,1,1,18,530,1,3396.226415
Anekal,3,2,68,1800,3,3777.777778
Anekal,1,1,36,1200,2,3000
Anekal,2,2,38.3,1035,2,3700.483092
Anekal,2,1,34,888,2,3828.828829
Anekal,2,1,36.1,1200,2,3008.333333
Anekal,1,0,19.4,700,2,2771.428571
Anekal,1,1,36,1200,2,3000
Anekal,2,2,28,766,2,3655.35248
Anekal,3,2,45,1150,3,3913.043478
Anekal,1,1,36,1200,2,3000
Anekal,1,1,36,1200,2,3000
Anekal,1,1,11.5,400,1,2875
Anekal,1,1,15,456,1,3289.473684
Anekal,1,1,36,1200,2,3000
Anekal,1,1,36,1200,2,3000
Anekal,4,0,95,2400,3,3958.333333
Anekal,2,1,36.1,1200,2,3008.333333
Anekal,2,1,36.1,1200,2,3008.333333
Anekal,1,1,12.5,420,1,2976.190476
Anekal,2,2,52,1140,2,4561.403509
Anjanapura,4,2,86,1850,4,4648.648649
Anjanapura,2,2,39,1070,2,3644.859813
Anjanapura,3,1,121,1500,3,8066.666667
Anjanapura,2,2,37,1070,2,3457.943925
Anjanapura,2,1,40,950,2,4210.526316
Anjanapura,2,2,45,1280,3,3515.625
Anjanapura,2,0,25,710,2,3521.126761
Anjanapura,2,0,32,950,2,3368.421053
Anjanapura,4,2,55,1800,4,3055.555556
Anjanapura,3,1,87.54,1843,3,4749.864352
Anjanapura,2,1,30.13,1076,2,2800.185874
Anjanapura,2,0,30,950,2,3157.894737
Anjappa Layout,2,0,100,1348,2,7418.397626
Ankappa Layout,2,2,50,1105,2,4524.886878
Annaiah Reddy Layout,1,0,22,540,1,4074.074074
Annaiah Reddy Layout,2,2,48,1075,2,4465.116279
Anugrah Layout,3,1,100,1567,3,6381.620932
Anwar Layout,1,0,28,610,1,4590.163934
Ardendale,3,2,100,1750,3,5714.285714
Ardendale,4,3,200,3198,4,6253.908693
Ardendale,4,2,160,2422,4,6606.110652
Ardendale,3,3,100,1750,3,5714.285714
Ardendale,4,1,205,3200,4,6406.25
Ardendale,3,2,95,1728,3,5497.685185
Ardendale,3,1.584375738,140,2062,4,6789.524733
Ardendale,3,2,92,1732.46,3,5310.367916
Ardendale,3,1.584375738,150,2062,4,7274.490786
Ardendale,2,2,70,1224,2,5718.954248
Ardendale,3,2,105,1777.26,3,5907.970696
Ardendale,3,3,82,1650,3,4969.69697
Ardendale,3,1.584375738,140,2062,4,6789.524733
Ardendale,3,3,82,1650,3,4969.69697
Ardendale,2,2,67,1224,2,5473.856209
Ardendale,3,2,95,1723,3,5513.639002
Ardendale,3,2,89,1777.26,3,5007.708495
Ardendale,3,2,92,1777.26,3,5176.507658
Arehalli,2,2,65,1350,3,4814.814815
Arekere,3,2,140,2060,3,6796.116505
Arekere,2,1,40,920,2,4347.826087
Arekere,2,1.584375738,95,1740,3,5459.770115
Arekere,2,2,55,1190,2,4621.848739
Arekere,1,1,28,600,1,4666.666667
Arekere,3,2,108,2072,3,5212.355212
Arekere,2,2,55,1100,2,5000
Arekere,2,3,50,900,2,5555.555556
Arekere,2,2,60,1240,2,4838.709677
Arekere,2,1,44.5,900,2,4944.444444
Ashirvad Colony,2,2,53,1000,2,5300
Ashirvad Colony,2,1.584375738,53,1100,2,4818.181818
Ashirvad Colony,3,1,100,2050,4,4878.04878
Ashok Nagar,5,2,2912,8321,4,34995.79377
Ashwath Nagar,3,3,84,1644,3,5109.489051
Ashwath Nagar,3,3,84,1640,3,5121.95122
Ashwath Nagar,2,3,65,1220,2,5327.868852
Ashwathnagar,2,2,42,936,2,4487.179487
Ashwathnagar,2,2,43,936,2,4594.017094
Ashwathnagar,2,2,55,1100,2,5000
Ashwini layout,1,1,60,834,1,7194.244604
Ashwini layout,1,1,62,834,1,7434.052758
Atmananda Colony,2,2,55,1127,2,4880.212955
Atmananda Colony,2,2,55,1125,2,4888.888889
Attibele,1,1,11,450,1,2444.444444
Attibele,4,0,52.8,1600,4,3300
Attibele,1,1,11,400,1,2750
Attibele,1,1,12,400,1,3000
Attibele,1,1,14,400,1,3500
Attibele,1,1,17,500,1,3400
Attibele,4,2,95,2168,4,4381.918819
Attibele,1,1,10.25,395,1,2594.936709
Attibele,1,1,17,420,1,4047.619048
Attibele,1,1,12,418,1,2870.813397
Attibele,2,2,42,1200,2,3500
Attibele,1,1,10,400,1,2500
Attibele,1,1,25,850,2,2941.176471
Attibele,3,3,120,2400,3,5000
Attibele,1,1,12.5,450,1,2777.777778
Attibele,1,0,19.55,782,1,2500
Attibele,1,1,11.5,400,1,2875
Attibele,1,1,13,460,1,2826.086957
Attibele,2,1,11.5,418,1,2751.196172
Attibele,2,1,42,1000,2,4200
Attibele,1,1,11.5,550,1,2090.909091
Attibele,1,1,10,410,1,2439.02439
Attibele,3,1,65,1700,3,3823.529412
Attibele,1,1,10.25,400,1,2562.5
Attibele,1,1,15,520,1,2884.615385
Attur Layout,1,0,65,1200,2,5416.666667
Attur Layout,8,1,150,4000,7,3750
Austin Town,1,0,14,400,1,3500
Austin Town,2,1,60,1250,2,4800
Austin Town,2,0,23,600,1,3833.333333
Austin Town,2,1,60,1000,2,6000
Austin Town,2,1,60,975,2,6153.846154
Avalahalli,3,3,120,2300,3,5217.391304
Avalahalli,1,1,49,833,1,5882.352941
Avalahalli,3,2,108,2045,3,5281.173594
Ayappa Nagar,2,1,50,1236,2,4045.307443
Ayappa Nagar,2,1,48,1190,2,4033.613445
B Channasandra,2,1,79,1300,2,6076.923077
B Narayanapura,2,1,58.27,1313,2,4437.928408
B Narayanapura,2,3,73,1460,3,5000
B Narayanapura,2,2,70,1405,3,4982.206406
B Narayanapura,2,1,49.27,1060,2,4648.113208
B Narayanapura,2,2,60,1020,2,5882.352941
B Narayanapura,2,1,49,1020,2,4803.921569
B Narayanapura,3,2,77.27,1765,3,4377.903683
B Narayanapura,2,2,50,1075,2,4651.162791
BCC Layout,3,2,230,2700,4,8518.518519
BCMC Layout,2,2,88,1600,3,5500
BEL Road,2,0,110,1050,2,10476.19048
BEL Road,2,0,203,1500,2,13533.33333
BEL Road,3,2,150,1800,3,8333.333333
BEML Layout,2,1,55,1060,2,5188.679245
BEML Layout,2,3,45,999,2,4504.504505
BEML Layout,4,1,225,2400,5,9375
BEML Layout,2,1,65,1194,2,5443.886097
BEML Layout,2,2,67,1200,2,5583.333333
BEML Layout,2,1,228,2400,2,9500
BEML Layout,2,1,65,1194,2,5443.886097
BSM Extension,2,2,45,975,2,4615.384615
BSM Extension,2,2,33,865,2,3815.028902
BTM 1st Stage,1,0,40,375,1,10666.66667
BTM 1st Stage,3,2,200,1717,3,11648.22365
BTM 2nd Stage,2,1,52,950,2,5473.684211
BTM 2nd Stage,3,1.584375738,170,1850,3,9189.189189
BTM 2nd Stage,2,2,80,1200,2,6666.666667
BTM 2nd Stage,2,2,70,1274,2,5494.505495
BTM 2nd Stage,2,1,48,1070,2,4485.981308
BTM 2nd Stage,2,2,80,1280,2,6250
BTM 2nd Stage,2,2,70,1100,2,6363.636364
BTM 2nd Stage,2,2,58,1000,2,5800
BTM 2nd Stage,5,3,416,2990,5,13913.04348
BTM 2nd Stage,2,2,55,1265,2,4347.826087
BTM 2nd Stage,3,3,220,2200,3,10000
BTM 2nd Stage,4,1,325,2780,3,11690.64748
BTM 2nd Stage,2,0,360,2400,3,15000
BTM 2nd Stage,2,2,56,965,2,5803.108808
BTM 2nd Stage,2,1,75,1147,2,6538.796861
BTM 2nd Stage,3,3,172,1750,3,9828.571429
BTM 2nd Stage,2,3,90,1400,2,6428.571429
BTM 2nd Stage,2,2,70,1200,2,5833.333333
BTM 2nd Stage,2,2,47,1100,2,4272.727273
BTM 2nd Stage,2,2,46,930,2,4946.236559
BTM 2nd Stage,3,2,345,2500,3,13800
BTM 4th Stage,2,0,90,1350,2,6666.666667
BTM Layout,2,2,63,1150,2,5478.26087
BTM Layout,6,3,165,3300,6,5000
BTM Layout,2,2,81,1450,3,5586.206897
BTM Layout,2,3,75,1776,3,4222.972973
BTM Layout,3,2,79,1458,3,5418.381344
BTM Layout,2,1,51.5,935,2,5508.02139
BTM Layout,2,1,46.5,1020,2,4558.823529
BTM Layout,3,2,112,1600,3,7000
BTM Layout,2,1,75,1300,3,5769.230769
BTM Layout,2,2,78,1540,3,5064.935065
BTM Layout,1,1,20,450,1,4444.444444
BTM Layout,2,2,56.81,1196,2,4750
BTM Layout,2,2,99,1470,3,6734.693878
Baba Nagar,2,2,52,1100,2,4727.272727
Baba Nagar,2,1,29,700,2,4142.857143
Babusapalaya,2,2,66,1611,3,4096.834264
Babusapalaya,3,3,75,1675,3,4477.61194
Babusapalaya,2,1,46,1141,2,4031.551271
Babusapalaya,2,2,57,1500,2,3800
Babusapalaya,2,3,45,1050,2,4285.714286
Babusapalaya,2,1,45.9,1141,2,4022.787029
Babusapalaya,3,3,53,1230,3,4308.943089
Babusapalaya,2,1,40,1105,2,3619.909502
Babusapalaya,2,3,65,1410,3,4609.929078
Babusapalaya,2,1,55.99,1450,2,3861.37931
Babusapalaya,2,2,38,1100,2,3454.545455
Babusapalaya,2,1,33.84,1061,2,3189.443921
Babusapalaya,2,1,38.95,1061,2,3671.065033
Babusapalaya,2,1,34,1061,2,3204.524034
Babusapalaya,2,2,58,1245,2,4658.634538
Badavala Nagar,2,2,94.55,1494,3,6328.647925
Badavala Nagar,2,1,81,1274,2,6357.927786
Badavala Nagar,3,2,115,1842,3,6243.213898
Badavala Nagar,2,2,94.55,1494,3,6328.647925
Badavala Nagar,2,1,81,1274,2,6357.927786
Badavala Nagar,2,2,94.55,1494,3,6328.647925
Badavala Nagar,3,2,115,1842,3,6243.213898
Badavala Nagar,3,2,115,1842,3,6243.213898
Badavala Nagar,3,2,115,1842,3,6243.213898
Bagalakunte,4,2,150,2360,4,6355.932203
Bagalakunte,1,1,21,560,1,3750
Bagalakunte,2,0,40,1050,2,3809.52381
Bagalur,2,3,50,1200,2,4166.666667
Bagalur,2,2,57,985,2,5786.80203
Bagalur,2,1,83.87,1407,2,5960.909737
Bagalur,4,3,135,2400,4,5625
Bagalur Main Road,4,1,350,4400,5,7954.545455
Bagalur Main Road,2,2,72,1220,2,5901.639344
Balagere,2,1,80.9,1210,2,6685.950413
Balagere,2,1,72,1210,2,5950.413223
Balagere,2,1,78.5,1205,2,6514.522822
Balagere,1,0,41.9,790.5,1,5300.442758
Balagere,2,1,68.38,1020.07,2,6703.461527
Balagere,2,1,81,1205.47,2,6719.370868
Balagere,2,1,65,1007,2,6454.816286
Balagere,2,1,74,1210,2,6115.702479
Balagere,2,1,83,1210,2,6859.504132
Balagere,1,1,45,675,1,6666.666667
Balagere,1,1,43,656,1,6554.878049
Balagere,2,1,64,1012,2,6324.110672
Balagere,2,1,62,1007,2,6156.901688
Balagere,2,1,67,1007,2,6653.426018
Balagere,2,1,66,1007,2,6554.121152
Balagere,1,1,34.18,645,1,5299.224806
Balagere,1,0,42.295,790.5,1,5350.411132
Balagere,2,1,65,1012,2,6422.924901
Balagere,1,1,38.77,656,1,5910.060976
Balagere,1,1,39,645,1,6046.511628
Balagere,1,1,41,645,1,6356.589147
Balagere,2,1,82,1210,2,6776.859504
Balagere,1,1,34.77,656,1,5300.304878
Balagere,2,1,73.87,1205,2,6130.290456
Balagere,2,1,70,1012,2,6916.996047
Balagere,2,1,68,1007,2,6752.730884
Balagere,2,1,79,1205,2,6556.016598
Balagere,2,1,68,1012,2,6719.367589
Balaji Gardens Layout,2,1,33,1051,2,3139.866794
Balaji Gardens Layout,2,1,40,825,1,4848.484848
Banagiri Nagar,2,3,122,1525,3,8000
Banagiri Nagar,2,2,89.99,1500,3,5999.333333
Banagiri Nagar,2,2,97.78,1630,3,5998.773006
Banagiri Nagar,3,2,170,2008,3,8466.135458
Banagiri Nagar,2,2,125,1560,3,8012.820513
Banagiri Nagar,2,2,91.48,1525,3,5998.688525
Banagiri Nagar,2,2,120,1500,3,8000
Banashankari,2,2,37.64,1077,2,3494.893222
Banashankari,2,1,88.64,1470,3,6029.931973
Banashankari,2,2,75,1300,3,5769.230769
Banashankari,3,2,115,1800,3,6388.888889
Banashankari,2,1,63,1125,2,5600
Banashankari,2,2,80,1310,2,6106.870229
Banashankari,4,1,135,2600,3,5192.307692
Banashankari,2,1,170,1900,3,8947.368421
Banashankari,2,3,75,1260,2,5952.380952
Banashankari,2,2,46.79,1170,2,3999.145299
Banashankari,2,0,83,1350,3,6148.148148
Banashankari,2,1,78,1330,2,5864.661654
Banashankari,2,1,78,1400,3,5571.428571
Banashankari,3,2,125,1700,3,7352.941176
Banashankari,2,2,40.79,1020,2,3999.019608
Banashankari,2,1,63.98,1600,2,3998.75
Banashankari,2,1,36.44,1041,2,3500.480307
Banashankari,1,1,200,2400,1,8333.333333
Banashankari,2,2,86,1390,2,6187.05036
Banashankari,2,3,70,1460,2,4794.520548
Banashankari,2,1,60,1200,2,5000
Banashankari,2,2,80,1290,2,6201.550388
Banashankari,2,3,65,1186,2,5480.607083
Banashankari,3,2,101,1650,3,6121.212121
Banashankari,2,1,75,1181,2,6350.550381
Banashankari,2,2,90,1105,2,8144.79638
Banashankari,1,1,60,720,1,8333.333333
Banashankari,2,3,45,1040,2,4326.923077
Banashankari,2,2,77,1330,2,5789.473684
Banashankari,2,3,49,1200,2,4083.333333
Banashankari,2,2,67,1185,2,5654.008439
Banashankari,2,1,50,1000,2,5000
Banashankari,3,2,90.75,1650,3,5500
Banashankari,3,2,101,1650,3,6121.212121
Banashankari,2,2,80.43,1310,2,6139.694656
Banashankari,2,2,87.8,1430,2,6139.86014
Banashankari,2,1,42.83,1020,2,4199.019608
Banashankari,3,3,80,1540,3,5194.805195
Banashankari,3,2,115,1683,3,6833.036245
Banashankari,3,2,125,1800,3,6944.444444
Banashankari,2,1,41.13,1175,2,3500.425532
Banashankari,2,2,50.75,1450,2,3500
Banashankari,3,3,108,1770,3,6101.694915
Banashankari,3,2,125,1800,3,6944.444444
Banashankari,3,2,74.52,1200,3,6210
Banashankari,2,1,63,1100,2,5727.272727
Banashankari,2,2,40.79,1020,2,3999.019608
Banashankari,2,3,75,1260,2,5952.380952
Banashankari,3,2,85,1426,3,5960.729313
Banashankari Stage II,2,2,150,1700,2,8823.529412
Banashankari Stage II,2,1,120,1500,3,8000
Banashankari Stage II,3,2,510,2400,5,21250
Banashankari Stage II,2,2,59.52,1240,3,4800
Banashankari Stage II,2,2,110,1250,2,8800
Banashankari Stage II,2,1,95,1260,3,7539.68254
Banashankari Stage II,2,2,300,2400,3,12500
Banashankari Stage II,2,1,100,1400,2,7142.857143
Banashankari Stage II,3,2,425,2800,5,15178.57143
Banashankari Stage II,3,2,450,3000,3,15000
Banashankari Stage II,2,1,198,1200,3,16500
Banashankari Stage II,2,1,125,1245,2,10040.16064
Banashankari Stage III,2,1,58.7,1305,3,4498.084291
Banashankari Stage III,2,3,58.4,1145,2,5100.436681
Banashankari Stage III,3,2,118,1650,3,7151.515152
Banashankari Stage III,2,2,68,1350,3,5037.037037
Banashankari Stage III,2,1,59,1305,3,4521.072797
Banashankari Stage III,2,1,60,1305,3,4597.701149
Banashankari Stage III,2,0,42,1200,2,3500
Banashankari Stage III,2,1,59,1305,3,4521.072797
Banashankari Stage III,3,1,75.48,1480,3,5100
Banashankari Stage III,2,1,59,1305,3,4521.072797
Banashankari Stage III,2,0,111,1304,2,8512.269939
Banashankari Stage III,6,2,150,3000,6,5000
Banashankari Stage III,2,1,50,1085,2,4608.294931
Banashankari Stage III,2,2,100,1500,3,6666.666667
Banashankari Stage III,3,1,147,2100,4,7000
Banashankari Stage III,2,2,95,1420,3,6690.140845
Banashankari Stage V,2,1,58.5,1300,3,4500
Banashankari Stage V,2,2,49,1305,3,3754.789272
Banashankari Stage V,2,2,35.77,1035,2,3456.038647
Banashankari Stage V,2,1,61,1355,3,4501.845018
Banashankari Stage V,3,3,47.57,1510,3,3150.331126
Banashankari Stage V,3,2,51.98,1650,3,3150.30303
Banashankari Stage V,3,2,51.35,1630,3,3150.306748
Banashankari Stage V,3,3,47.57,1510,3,3150.331126
Banashankari Stage V,2,2,49,1315,3,3726.235741
Banashankari Stage V,3,2,48.51,1540,3,3150
Banashankari Stage V,2,1,41.5,920,2,4510.869565
Banashankari Stage VI,2,0,59.935,1177.5,2,5090.021231
Banashankari Stage VI,4,3,190,4800,4,3958.333333
Banashankari Stage VI,2,1,59,1160,2,5086.206897
Banashankari Stage VI,2,1,59.47,1180,2,5039.830508
Banashankari Stage VI,2,1,71.73,1423,3,5040.75896
Banashankari Stage VI,3,1,69.46,1392,3,4989.942529
Banashankari Stage VI,2,0,70.385,1410.5,3,4990.074442
Banashankari Stage VI,3,2,200,4800,4,4166.666667
Banaswadi,2,3,53,1184,2,4476.351351
Banaswadi,2,2,55,1145,2,4803.49345
Banaswadi,2,0,60,1250,2,4800
Banaswadi,2,2,73,1365,2,5347.985348
Banaswadi,6,2,140,1903,5,7356.805045
Banaswadi,2,2,80,1222,2,6546.644845
Banaswadi,2,2,38,870,2,4367.816092
Banaswadi,2,3,60,1200,2,5000
Banaswadi,2,2,73,1340,2,5447.761194
Banaswadi,2,2,52,1008,2,5158.730159
Banaswadi,2,2,57,1105,2,5158.371041
Banjara Layout,2,2,70,1200,2,5833.333333
Banjara Layout,2,1,64.8,1050,2,6171.428571
Banjara Layout,4,0,140,2500,3,5600
Bank Of Baroda Colony,2,1,185,1350,2,13703.7037
Bank Of Baroda Colony,2,1,55,1080,2,5092.592593
Bank Of Baroda Colony,5,1.584375738,325,2350,5,13829.78723
Bannerghatta,3,3,110,1665,3,6606.606607
Bannerghatta,4,2,195,2370,3,8227.848101
Bannerghatta,2,1,66,1100,2,6000
Bannerghatta,2,1,70,1113,2,6289.308176
Bannerghatta,2,2,73.2,1200,2,6100
Bannerghatta,2,1,87,1070,2,8130.841121
Bannerghatta,3,2,124,1776,3,6981.981982
Bannerghatta,3,2,150,1776,3,8445.945946
Bannerghatta Road,1,1,18.5,500,1,3700
Bannerghatta Road,2,1,65,1050,2,6190.47619
Bannerghatta Road,2,1,66,1170,3,5641.025641
Bannerghatta Road,1,1,33.32,595,1,5600
Bannerghatta Road,3,2,95,1445,3,6574.394464
Bannerghatta Road,2,1,120,1640,3,7317.073171
Bannerghatta Road,2,1,90,1460,3,6164.383562
Bannerghatta Road,2,1,66.02,1179,2,5599.660729
Bannerghatta Road,2,0,58.935,1122.5,2,5250.334076
Bannerghatta Road,2,1,45,793,2,5674.653216
Bannerghatta Road,2,2,78,1400,2,5571.428571
Bannerghatta Road,2,0,50,1215,2,4115.226337
Bannerghatta Road,3,2,100,1654,3,6045.949214
Bannerghatta Road,2,0,55,1181,2,4657.070279
Bannerghatta Road,2,2,75,1200,2,6250
Bannerghatta Road,1,1,31.83,595,1,5349.579832
Bannerghatta Road,2,1,51,1105,2,4615.384615
Bannerghatta Road,2,2,65.26,1255,2,5200
Bannerghatta Road,3,2,82,1550,3,5290.322581
Bannerghatta Road,3,1.584375738,122,1650,3,7393.939394
Bannerghatta Road,2,1,55,912,2,6030.701754
Bannerghatta Road,2,1,73,1218,2,5993.431856
Bannerghatta Road,2,1,65.12,1115,2,5840.358744
Bannerghatta Road,3,2,100,1893,3,5282.62018
Bannerghatta Road,3,2,95,1600,3,5937.5
Bannerghatta Road,2,2,65,1275,2,5098.039216
Bannerghatta Road,2,1,39,892,2,4372.197309
Bannerghatta Road,2,2,70,1260,2,5555.555556
Bannerghatta Road,2,0,40,1157,2,3457.21694
Bannerghatta Road,2,2,65,1150,2,5652.173913
Bannerghatta Road,2,0,39,1100,2,3545.454545
Bannerghatta Road,3,1.584375738,110,1725,3,6376.811594
Bannerghatta Road,2,0,38,950,2,4000
Bannerghatta Road,2,1,80,1220,2,6557.377049
Bannerghatta Road,2,2,78,1130,2,6902.654867
Bannerghatta Road,3,1,83.22,1486,3,5600.269179
Bannerghatta Road,2,0,48,1015,2,4729.064039
Bannerghatta Road,2,1,61,1115,2,5470.852018
Bannerghatta Road,2,1,48,1136,2,4225.352113
Bannerghatta Road,4,3,260,2700,4,9629.62963
Bannerghatta Road,2,2,69,1200,3,5750
Bannerghatta Road,2,1,76,1465,3,5187.713311
Bannerghatta Road,2,0,67.73,1302.5,2,5200
Bannerghatta Road,2,2,65,1200,2,5416.666667
Bannerghatta Road,2,1,65,1240,2,5241.935484
Bannerghatta Road,3,1,125,1476,3,8468.834688
Bannerghatta Road,3,0,84.29,1532.5,3,5500.163132
Bannerghatta Road,2,1,69,1268,2,5441.640379
Bannerghatta Road,2,2,87,1450,3,6000
Bannerghatta Road,5,1.584375738,195,2932,4,6650.750341
Bannerghatta Road,2,3,58,960,2,6041.666667
Bannerghatta Road,3,1.584375738,130,1750,3,7428.571429
Bannerghatta Road,2,1,73,1275,2,5725.490196
Bannerghatta Road,2,1,71,1240,2,5725.806452
Bannerghatta Road,2,1,68,1215,2,5596.707819
Bannerghatta Road,2,1,68,1215,2,5596.707819
Bannerghatta Road,3,1,115,1894,3,6071.805702
Bannerghatta Road,3,2,89,1693,3,5256.940343
Bannerghatta Road,2,2,60.16,1280,2,4700
Bannerghatta Road,1,2,35,630,1,5555.555556
Bannerghatta Road,2,1,68,1215,2,5596.707819
Bannerghatta Road,3,1,76.18,1365,3,5580.952381
Bannerghatta Road,2,2,78,1115,2,6995.515695
Bannerghatta Road,3,0,79.465,1532.5,3,5185.318108
Bannerghatta Road,3,3,90,1655,3,5438.066465
Bannerghatta Road,2,1,47.39,1247,2,3800.32077
Bannerghatta Road,2,0,49.49,1237.5,2,3999.191919
Bannerghatta Road,3,1,94,1650,3,5696.969697
Bannerghatta Road,2,1,65,905,2,7182.320442
Bannerghatta Road,2,1,50,1000,2,5000
Bannerghatta Road,3,3,120,2185,4,5491.990847
Bannerghatta Road,2,1,45,1012,2,4446.640316
Bannerghatta Road,2,2,80,1460,3,5479.452055
Bannerghatta Road,2,3,85,1340,2,6343.283582
Bannerghatta Road,3,2,125,1711,3,7305.669199
Bannerghatta Road,2,3,81,1520,3,5328.947368
Bannerghatta Road,3,1,148,2826,3,5237.084218
Bannerghatta Road,2,1,61,1115,2,5470.852018
Bannerghatta Road,2,2,47,1154,2,4072.790295
Bannerghatta Road,2,1,44.5,1000,2,4450
Bannerghatta Road,2,0,48,1250,2,3840
Bannerghatta Road,3,2,105,1640,3,6402.439024
Bannerghatta Road,2,1,44,1012,2,4347.826087
Bannerghatta Road,3,2,115,1527,3,7531.106745
Bannerghatta Road,3,2,96,1550,3,6193.548387
Bannerghatta Road,2,2,78,1200,2,6500
Bannerghatta Road,3,1,125,1885,3,6631.299735
Bannerghatta Road,2,2,78,1450,3,5379.310345
Bannerghatta Road,1,1,31.2,700,1,4457.142857
Bannerghatta Road,2,1,58,905,2,6408.839779
Bannerghatta Road,3,3,122,1920,3,6354.166667
Bannerghatta Road,4,1,180,2400,4,7500
Bannerghatta Road,2,2,45,1270,2,3543.307087
Bannerghatta Road,2,3,80,1520,3,5263.157895
Bannerghatta Road,2,1,73,1270,3,5748.031496
Bannerghatta Road,3,2,120,1846,3,6500.541712
Bannerghatta Road,2,0,61.74,1122.5,2,5500.222717
Bannerghatta Road,3,3,95,1655,3,5740.181269
Bannerghatta Road,2,3,53,1206,2,4394.693201
Bannerghatta Road,2,2,55,1150,2,4782.608696
Bannerghatta Road,2,1,65,1215,2,5349.794239
Bannerghatta Road,2,3,110,1510,3,7284.768212
Bannerghatta Road,2,1,35,1022,2,3424.657534
Bannerghatta Road,2,2,47.35,1246,2,3800.160514
Bannerghatta Road,2,1,85,1470,3,5782.312925
Bannerghatta Road,2,2,45,1160,2,3879.310345
Bannerghatta Road,2,1,57,970,2,5876.28866
Bannerghatta Road,3,1,142,1527,3,9299.279633
Basapura,2,1,60,1100,2,5454.545455
Basapura,2,2,42,1045,2,4019.138756
Basapura,2,1,60,1100,2,5454.545455
Basapura,2,2,55,1301,2,4227.517294
Basapura,2,2,70,1540,3,4545.454545
Basapura,3,2,72,1440,3,5000
Basapura,2,2,52,1294,3,4018.547141
Basapura,2,1,60,1100,2,5454.545455
Basava Nagar,2,2,70,1405,2,4982.206406
Basava Nagar,2,1,60.1,1182,3,5084.602369
Basavanagara,2,0,80,2400,3,3333.333333
Basavanagara,3,2,25,2000,4,1250
Basavanagara,2,1,70,1428,3,4901.960784
Basavanapura,2,2,68,1220,2,5573.770492
Basavanapura,2,2,38.52,1095,2,3517.808219
Basavanapura,2,1,65,1165,2,5579.399142
Basavangudi,2,2,105,1036,2,10135.13514
Basavangudi,4,3,260,2600,4,10000
Basavangudi,2,2,160,1600,3,10000
Basavangudi,2,2,145,1560,2,9294.871795
Basavangudi,3,2,195,1800,3,10833.33333
Basavangudi,2,3,93,1100,2,8454.545455
Basavangudi,2,1,103,1050,2,9809.52381
Basavangudi,2,3,124,1180,2,10508.47458
Basavangudi,2,3,120,1200,2,10000
Basavangudi,3,2,250,2453,4,10191.60212
Basavanna Nagar,3,2,95,1645,3,5775.075988
Basavanna Nagar,3,2,95,1645,3,5775.075988
Basaveshwara Nagar,5,1,415,4500,5,9222.222222
Basaveshwara Nagar,3,3,145,1865,3,7774.798928
Basaveshwara Nagar,2,0,90,1200,2,7500
Basaveshwara Nagar,4,1,310,2400,5,12916.66667
Basaveshwara Nagar,2,2,80,1200,2,6666.666667
Basaveshwara Nagar,2,1,60,900,2,6666.666667
Basaveshwara Nagar,3,3,150,1900,3,7894.736842
Basaveshwara Nagar,2,2,85,1200,2,7083.333333
Basaveshwara Nagar,2,1,70,1200,2,5833.333333
Basaveshwara Nagar Yelahanka,2,1,25,581.91,1,4296.197006
Basaveshwara Nagar Yelahanka,3,2,85,1680,3,5059.52381
Basaveshwara Nagar Yelahanka,4,3,95,1950,3,4871.794872
Basaveshwara Nagar Yelahanka,2,1,43,1055,2,4075.829384
Battarahalli,2,1,65,1200,2,5416.666667
Battarahalli,3,2,89.61,1779,3,5037.099494
Battarahalli,2,1,50,1300,2,3846.153846
Battarahalli,3,2,97.42,1945,3,5008.74036
Battarahalli,3,2,100,1777,3,5627.462015
Battarahalli,2,3,43,1135,2,3788.546256
Battarahalli,2,2,45,1276,2,3526.645768
Battarahalli,3,2,94.36,1880,3,5019.148936
Battarahalli,2,1,62,1071,2,5788.98226
Battarahalli,2,1,43,1165,2,3690.987124
Battarahalli,2,2,82.89,1636,2,5066.625917
Battarahalli,3,2,90,1779,3,5059.021922
Battarahalli,2,2,38.37,1090,2,3520.183486
Battarahalli,3,2,104,2082,3,4995.196926
Battarahalli,3,2,103,2024,3,5088.932806
Battarahalli,2,1,49,1097,2,4466.727438
Begur,2,2,59,1419,3,4157.857646
Begur,3,2,75,1580,3,4746.835443
Begur,3,2,63,1559,3,4041.051956
Begur,2,2,47.1,1445,3,3259.515571
Begur,2,2,74,1475,3,5016.949153
Begur,4,2,185,3500,3,5285.714286
Begur,2,2,55,1100,2,5000
Begur,2,3,65,1306,2,4977.029096
Begur,3,0,65,1304,3,4984.662577
Begur,2,2,60,1411,3,4252.303331
Begur,2,1,40,815,2,4907.97546
Begur,2,2,70,1443,3,4851.004851
Begur Road,2,2,44,1200,2,3666.666667
Begur Road,2,2,46.8,1200,2,3900
Begur Road,2,2,44,1160,2,3793.103448
Begur Road,3,1.584375738,65,1584,3,4103.535354
Begur Road,3,2,59.76,1615,3,3700.309598
Begur Road,2,2,43.2,1200,2,3600
Begur Road,2,2,44.08,1160,2,3800
Begur Road,2,2,45,1200,2,3750
Begur Road,3,2,60,1615,3,3715.170279
